set,material_id,cif_path,reduced_formula,spacegroup_symbol,spacegroup_number,crystal_system,quality_score,min_eig,B_H,G_H,E_H,nu_H,A_U,density,volume_per_atom,min_distance,relerr_bulk_scalar_vs_BH,relerr_shear_scalar_vs_GH,relerr_young_scalar_vs_EH,targets_scalars,targets_voigt21
4el,gen_00156,generated_cifs_4el_densityaware/gen_00156.cif,Sn8Bi5B7Ru8,P1,1,triclinic,9,54.337068681593365,105.32781740331413,58.33921470377874,147.74066406376082,0.2662208843050418,0.1037192043511217,6.776660062026493,25.19357080086269,2.1137310603160904,0.028786752664276632,0.04881501897946176,0.04878018994551517,"[0.07802138477563858, 0.15644526481628418, 0.16751466691493988, 1.4396525621414185, 1.5925904512405396, 1.3668917417526245, 1.3659374713897705, 1.4236135482788086]","[1.83464515209198, 0.36455491185188293, 0.33304736018180847, -0.5674100518226624, -0.5148015022277832, -0.740027129650116, 1.8362858295440674, 0.33030498027801514, -0.5409914255142212, -0.5261721611022949, -0.5898056030273438, 1.8273506164550781, -0.676749050617218, -0.5124590992927551, -0.522696316242218, 0.208221435546875, -0.5419963002204895, -0.5422161817550659, 0.21038030087947845, -0.5004285573959351, 0.3005577623844147]"
3el,gen_00019,generated_cifs_3el_densityaware/gen_00019.cif,Sn14B9Ru7,P1,1,triclinic,9,54.23911118032035,114.739364905924,64.3346221891835,162.61162996543098,0.2637956393623671,0.15304557288513898,3.6930778431636515,36.97096794678864,2.5209168725443796,0.008861088242732518,0.03685351515893402,0.03615059969589254,"[0.2477487027645111, 0.31992194056510925, 0.3367101550102234, 0.7297555208206177, 0.7783859968185425, 0.5408583879470825, 0.5286566019058228, 0.6396772861480713]","[2.1603755950927734, 0.39110642671585083, 0.3702961802482605, -0.4887952506542206, -0.5155482888221741, -0.8423217535018921, 2.1616976261138916, 0.3701452612876892, -0.5176502466201782, -0.5231767892837524, -0.6213181018829346, 2.153756618499756, -0.540169358253479, -0.5099753141403198, -0.6517845988273621, 0.2565764784812927, -0.553905725479126, -0.5683624744415283, 0.25585031509399414, -0.4364904761314392, 0.31676724553108215]"
2el,gen_00221,generated_cifs_2el_densityaware/gen_00221.cif,Sr7Bi2,Pmmm,47,orthorhombic,9,54.03569566322429,105.38384308184537,55.225123798333186,141.03881220197218,0.27694428279605804,0.9564117074272804,7.149938731028697,26.612741958451608,2.014649731890107,0.054328929978208575,0.049399738865598584,0.038843991810761286,"[0.20893076062202454, 0.08081360906362534, 0.11556781828403473, 0.011618852615356445, 0.07263000309467316, -0.17789077758789062, -0.1881914883852005, -0.09937392920255661]","[1.4754434823989868, 0.557593047618866, 0.550049364566803, -0.31581130623817444, -0.5014277100563049, -0.7676589488983154, 1.474805235862732, 0.5488654375076294, -0.35373979806900024, -0.5053360462188721, -0.6606631875038147, 1.4745354652404785, -0.42846089601516724, -0.4991539716720581, -0.6861687302589417, 0.44141632318496704, -0.635846734046936, -0.6427130103111267, 0.4413830637931824, -0.2729421854019165, 0.4668264389038086]"
2el,gen_00166,generated_cifs_2el_densityaware/gen_00166.cif,Sn9B13,P1,1,triclinic,9,52.848464667198954,118.3817568977928,65.96774693011665,166.9015135609627,0.2650236011377717,0.18285048524681002,5.466165906394457,16.69344001048557,2.322719353033672,0.05675692092012575,0.08620724493985192,0.0880632361386979,"[0.2171526551246643, 0.2774174213409424, 0.28940123319625854, 1.7140837907791138, 1.9120814800262451, 1.7289873361587524, 1.733216404914856, 1.7492109537124634]","[2.298487901687622, 0.4192819893360138, 0.34907159209251404, -0.6052395701408386, -0.5114128589630127, -0.7809379696846008, 2.3002383708953857, 0.345412015914917, -0.5613709688186646, -0.5250058174133301, -0.6086735725402832, 2.2822017669677734, -0.6945293545722961, -0.5113343000411987, -0.5467094779014587, 0.20626546442508698, -0.5612471103668213, -0.510341465473175, 0.20871411263942719, -0.506413996219635, 0.39479172229766846]"
3el,gen_00152,generated_cifs_3el_densityaware/gen_00152.cif,Y5(Sn2B3)3,P1,1,triclinic,9,52.62757845712004,158.5605954453851,75.77766899620408,196.0945085116709,0.29388057926071753,0.5807632338612727,9.174644398385565,11.349009534173096,1.9558777927359579,0.029305071855169788,0.006969720578418936,0.004167536213176021,"[0.9827600121498108, 0.6821756362915039, 0.7563610672950745, 0.5422878265380859, 0.7176868915557861, 0.7504435777664185, 0.7657473087310791, 0.6753751039505005]","[2.833969831466675, 1.0255485773086548, 0.9993219375610352, -0.37095239758491516, -0.5115495324134827, -1.222009539604187, 2.835494041442871, 0.9985160827636719, -0.49162420630455017, -0.5219004154205322, -0.8041501045227051, 2.8264858722686768, -0.4647773504257202, -0.505620539188385, -0.8758382201194763, 0.5366150140762329, -0.6221133470535278, -0.5525838136672974, 0.5368828773498535, -0.2175213098526001, 0.6136974692344666]"
2el,gen_00041,generated_cifs_2el_densityaware/gen_00041.cif,Bi7I5,P1,1,triclinic,9,52.38602378441911,117.56023483592418,71.45334949828927,178.24707119699886,0.24729681987312893,0.39618862627430573,6.338570124298409,45.78832338959004,2.674254872308323,0.013147595604248835,0.0011642606546350416,0.0044065090601210525,"[0.2817918360233307, 0.5617133378982544, 0.5532117486000061, -0.01271364837884903, -0.15666483342647552, -0.36351901292800903, -0.39611348509788513, -0.22330553829669952]","[2.4856109619140625, 0.32491534948349, 0.26120439171791077, -0.389504075050354, -0.5109202265739441, -0.8431582450866699, 2.4866864681243896, 0.26382169127464294, -0.5364639759063721, -0.51488196849823, -0.5487563610076904, 2.4663264751434326, -0.25644439458847046, -0.5116863250732422, -0.7526195049285889, 0.2729949951171875, -0.5941336154937744, -0.6297115087509155, 0.26905059814453125, -0.3666037917137146, 0.43508273363113403]"
4el,gen_00179,generated_cifs_4el_densityaware/gen_00179.cif,Sn11Bi6B8Ru7,P1,1,triclinic,9,52.103194454908234,108.09354656507932,57.730129924081425,147.01755775204379,0.2733173989507787,0.12487615294276466,7.2724138109243714,23.929901698848386,2.2214720583799568,0.03362843166099139,0.05517196877702942,0.0563061982047237,"[0.11014557629823685, 0.13254263997077942, 0.14877398312091827, 1.3800499439239502, 1.5726768970489502, 1.3032346963882446, 1.3082720041275024, 1.3598724603652954]","[1.9266290664672852, 0.36205995082855225, 0.3486602008342743, -0.5730269551277161, -0.5176347494125366, -0.7633885741233826, 1.9283524751663208, 0.3462839722633362, -0.5120562314987183, -0.5249282121658325, -0.5854864120483398, 1.9222956895828247, -0.673565685749054, -0.5144253969192505, -0.5514163970947266, 0.18529990315437317, -0.5454636812210083, -0.5345171689987183, 0.18730902671813965, -0.484599769115448, 0.2306331992149353]"
4el,gen_00096,generated_cifs_4el_densityaware/gen_00096.cif,K2Sr2Bi2B3,Pm,6,monoclinic,9,51.84579735939488,85.71883263088961,54.65919186730858,135.2334101827289,0.23706009513480739,0.77475579910028,8.233243446205678,15.772613183369003,1.6890696331188646,0.05634380574900943,0.036009205781048104,0.022794132993474867,"[-0.09646399319171906, 0.08571215718984604, 0.07995767891407013, -0.15898007154464722, -0.28338658809661865, -0.23145028948783875, -0.26418161392211914, -0.19332829117774963]","[1.2594159841537476, 0.30904075503349304, 0.262169748544693, -0.26917895674705505, -0.4859285354614258, -0.6696986556053162, 1.2590383291244507, 0.2619200646877289, -0.4324461817741394, -0.4964071810245514, -0.6053639054298401, 1.2490489482879639, -0.33737438917160034, -0.49474161863327026, -0.64078289270401, 0.3597210645675659, -0.6130020618438721, -0.6105448007583618, 0.35885006189346313, -0.2855469286441803, 0.48134762048721313]"
4el,gen_00034,generated_cifs_4el_densityaware/gen_00034.cif,Y3Mn4Sn5B6,P1,1,triclinic,9,51.845621160805734,106.94233892792437,57.237819398439854,145.71658419953675,0.2729047483900881,0.12084458096612671,7.256681809435301,14.55461274663599,2.0450592288515077,0.02455680942647831,0.05904912235479408,0.0579145210207204,"[0.10803114622831345, 0.11518868058919907, 0.13350309431552887, 1.3772464990615845, 1.5827840566635132, 1.320104956626892, 1.3266255855560303, 1.3666750192642212]","[1.871559977531433, 0.3597652316093445, 0.3543921411037445, -0.5658009648323059, -0.5162370800971985, -0.7565489411354065, 1.8732631206512451, 0.35183578729629517, -0.4993096590042114, -0.5234130024909973, -0.5813652873039246, 1.8691388368606567, -0.6725861430168152, -0.5136455297470093, -0.5470062494277954, 0.2001914530992508, -0.5454744100570679, -0.5345499515533447, 0.20243701338768005, -0.47190701961517334, 0.22543203830718994]"
4el,gen_00098,generated_cifs_4el_densityaware/gen_00098.cif,Sr2Sn2(BiB)3,P1,1,triclinic,9,50.307015288417894,118.38850912204518,60.46376803012613,155.00336210773693,0.2817871525184003,1.389739196854996,4.643424529205527,38.33710790649966,2.3676205197913864,0.04288134948511149,0.024162528999195975,0.023342135033288237,"[0.39245766401290894, 0.31893840432167053, 0.35643327236175537, 0.0593717098236084, 0.08399440348148346, 0.25170469284057617, 0.24279165267944336, 0.1818908005952835]","[1.7096788883209229, 0.7362723350524902, 0.7385945320129395, -0.19493421912193298, -0.5084815621376038, -0.925183892250061, 1.7091093063354492, 0.7370004057884216, -0.38073551654815674, -0.5036792755126953, -0.7609565258026123, 1.7098580598831177, -0.3843343257904053, -0.49762940406799316, -0.7672131061553955, 0.5943471789360046, -0.6634206771850586, -0.6176108121871948, 0.5941919088363647, -0.14031201601028442, 0.5970996618270874]"
3el,gen_00057,generated_cifs_3el_densityaware/gen_00057.cif,Sr4(BiB)3,P1,1,triclinic,9,49.71491081349786,155.56811686679654,104.64480267769935,256.43610949904166,0.22526921040145584,1.5524730052250328,4.6125887763848,36.35490684966835,2.3424802755656633,0.13187052430641255,0.059962767825280816,0.07438756980863674,"[0.5645796656608582, 1.2394723892211914, 1.1788330078125, 2.885179281234741, 2.7890830039978027, 2.859567403793335, 2.819082736968994, 2.9259040355682373]","[4.257051467895508, 0.46899381279945374, -0.050662875175476074, -0.5683781504631042, -0.41097933053970337, -0.48680564761161804, 4.259989261627197, -0.05786999315023422, -0.7889082431793213, -0.4568563997745514, -0.40997716784477234, 4.1456732749938965, -0.48748499155044556, -0.44024133682250977, -0.4754548668861389, 0.24086453020572662, -0.5746340155601501, -0.22808663547039032, 0.24564813077449799, -0.4479867219924927, 1.4465513229370117]"
2el,gen_00237,generated_cifs_2el_densityaware/gen_00237.cif,Sn13Ru9,P1,1,triclinic,9,49.4130421777247,138.13114440539366,61.18646093423751,159.94326878461524,0.3070151986443569,0.39037771026945123,4.865619716646257,38.05055674293212,2.895366495744104,0.023646648780884034,0.011577527823917591,0.012686838046838593,"[0.6588124632835388, 0.3181837797164917, 0.3914329409599304, 0.786074161529541, 1.08075749874115, 0.6019126176834106, 0.6271239519119263, 0.6933310627937317]","[2.3157434463500977, 0.8157855272293091, 0.8183575868606567, -0.5767028331756592, -0.5133814811706543, -1.0487509965896606, 2.317018985748291, 0.817955732345581, -0.46775975823402405, -0.5162595510482788, -0.7351489067077637, 2.3167803287506104, -0.6857144832611084, -0.5077095031738281, -0.7267589569091797, 0.3244125247001648, -0.5544105768203735, -0.5690223574638367, 0.3249119520187378, -0.4024137258529663, 0.32829549908638]"
3el,gen_00074,generated_cifs_3el_densityaware/gen_00074.cif,Mn2(BiB)3,P1,1,triclinic,9,49.23813899846051,161.30147043422758,83.82576953560142,214.34650311821613,0.2785239211384848,0.7549671132409195,9.754324169743265,16.36928066586724,2.4804939760238485,0.005515771303101464,0.04956815409159992,0.047931708186260524,"[0.9676682353019714, 0.7671652436256409, 0.8311526775360107, 0.6498390436172485, 0.7930462956428528, 0.9412769675254822, 0.9517897367477417, 0.8303698301315308]","[3.1075735092163086, 1.044611930847168, 0.8043919205665588, -0.2779037058353424, -0.44829750061035156, -1.0457648038864136, 3.108630418777466, 0.8034337162971497, -0.5299777984619141, -0.4699966609477997, -0.7116398811340332, 3.0526487827301025, -0.29950007796287537, -0.45481687784194946, -0.8067033886909485, 0.455109179019928, -0.6226599216461182, -0.4113443195819855, 0.456021785736084, -0.11744154989719391, 1.03380286693573]"
2el,gen_00101,generated_cifs_2el_densityaware/gen_00101.cif,Sr9Sn7,P1,1,triclinic,9,49.12628443500674,226.30369388160176,100.22473125454783,261.9967388626816,0.30704635264758146,1.4746303512014132,7.990395028388278,21.035615569652272,2.2444788735593395,0.10892646512240338,0.029772178600143733,0.03109069466313168,"[2.286095142364502, 1.3616863489151, 1.5212284326553345, -0.17080581188201904, -0.01908307895064354, -0.1368846595287323, -0.13170243799686432, -0.13546156883239746]","[4.727914333343506, 1.7355129718780518, 1.7301181554794312, -0.4233326315879822, -0.5177149176597595, -1.8586262464523315, 4.730169296264648, 1.7357113361358643, -0.43215662240982056, -0.5286439657211304, -0.9124200940132141, 4.7252631187438965, -0.15811039507389069, -0.5090975761413574, -1.3771429061889648, 0.8443493843078613, -0.7834685444831848, -0.7400709986686707, 0.8405442833900452, -0.03787629306316376, 0.8648269772529602]"
4el,gen_00026,generated_cifs_4el_densityaware/gen_00026.cif,Sr4Y4(MnSn)5,P1,1,triclinic,9,49.03926496693768,112.06214694505022,69.34487882060108,172.46121473896903,0.2435036131877556,0.38401002247460525,4.633838108596788,31.342617741143158,2.671493436998442,0.0803727562604376,0.0469446546749858,0.05568633393712743,"[0.08930445462465286, 0.4241323471069336, 0.4006768465042114, 1.64351487159729, 1.6171735525131226, 1.6965699195861816, 1.6687383651733398, 1.7076019048690796]","[2.4659183025360107, 0.2392401397228241, 0.11455478519201279, -0.5336933135986328, -0.5086749196052551, -0.7263028025627136, 2.4676969051361084, 0.11200013011693954, -0.6259801983833313, -0.5254464149475098, -0.5722272396087646, 2.4360949993133545, -0.5789475440979004, -0.5170163512229919, -0.5355057120323181, 0.13952688872814178, -0.5428124666213989, -0.4787951409816742, 0.14117854833602905, -0.505334198474884, 0.459229975938797]"
2el,gen_00163,generated_cifs_2el_densityaware/gen_00163.cif,Sn7Ru6,P1,1,triclinic,9,48.66223920807463,137.61940115046474,60.97560610127723,159.3867639780661,0.3069715429587792,0.3728793655070124,9.769613541244283,18.79329713502767,2.149253718042275,0.026500049928421514,0.01607649486385727,0.017142876969655385,"[0.6568642854690552, 0.31972530484199524, 0.39296483993530273, 0.7859350442886353, 1.0788966417312622, 0.6050902605056763, 0.6296613216400146, 0.6952971816062927]","[2.327727794647217, 0.7971903681755066, 0.7996468544006348, -0.5763306021690369, -0.5129969716072083, -1.042638897895813, 2.3290350437164307, 0.7993994951248169, -0.46852126717567444, -0.5158144235610962, -0.7260202765464783, 2.328756809234619, -0.6791453957557678, -0.507568895816803, -0.7211050987243652, 0.30766355991363525, -0.5456745028495789, -0.5606306195259094, 0.308088481426239, -0.40476787090301514, 0.311641663312912]"
3el,gen_00227,generated_cifs_3el_densityaware/gen_00227.cif,Mn3Bi3B2,P1,1,triclinic,9,48.558198841857724,104.98001975020935,61.75042689443975,154.88325683965036,0.2541067700181086,0.46962724341777573,7.42209888798638,22.74701642563202,2.7687242141736146,0.025580544046043645,0.07136198410340533,0.06651709235321315,"[0.07800359278917313, 0.20323336124420166, 0.2097843736410141, -0.13383543491363525, -0.22284574806690216, -0.15431305766105652, -0.1759680211544037, -0.13758762180805206]","[1.799006462097168, 0.46182501316070557, 0.37031376361846924, -0.2988373339176178, -0.49581730365753174, -0.8386480212211609, 1.7986083030700684, 0.37050890922546387, -0.4948405921459198, -0.5032280683517456, -0.6809461116790771, 1.7749090194702148, -0.3439234495162964, -0.49737441539764404, -0.7298386096954346, 0.3090518116950989, -0.6498353481292725, -0.6181809306144714, 0.30752038955688477, -0.29834622144699097, 0.5437371134757996]"
4el,gen_00050,generated_cifs_4el_densityaware/gen_00050.cif,Sr3Sn2Bi2B3,P1,1,triclinic,9,48.509259875506174,113.23073873690319,68.76315808029716,171.56079487867177,0.24747611706790867,0.29486610313151296,5.410370291170207,29.177873264515437,2.1448806297949083,0.008520371743441281,0.008131415065877057,0.008524879200285822,"[0.25477221608161926, 0.4775405526161194, 0.4763041138648987, 0.495479017496109, 0.4256625175476074, 0.244432270526886, 0.21345210075378418, 0.36680394411087036]","[2.336449146270752, 0.25859755277633667, 0.2593391537666321, -0.39540404081344604, -0.5197044014930725, -0.786942183971405, 2.337717294692993, 0.26078328490257263, -0.4719369113445282, -0.5179363489151001, -0.5425683259963989, 2.334127187728882, -0.37803512811660767, -0.5129231214523315, -0.6912649869918823, 0.2938288450241089, -0.5557143688201904, -0.5728766322135925, 0.29122716188430786, -0.34850940108299255, 0.2958798408508301]"
3el,gen_00285,generated_cifs_3el_densityaware/gen_00285.cif,Sr4Bi2B3,Pm,6,monoclinic,9,48.49833021598802,101.77286347737106,56.82284672497198,143.72068219481054,0.264638173536363,0.3756058928016168,4.225115039767433,34.97293950466742,2.165764732947015,0.0163818063364197,0.10098644260357167,0.08679186110071065,"[0.09501828998327255, 0.04513653367757797, 0.07051588594913483, 0.2498359978199005, 0.3143880367279053, -0.08858290314674377, -0.10270227491855621, 0.0488380491733551]","[1.6262812614440918, 0.4891016185283661, 0.3370135426521301, -0.39494794607162476, -0.4700753688812256, -0.6500908732414246, 1.626236915588379, 0.3374432325363159, -0.43915969133377075, -0.48978275060653687, -0.5589600205421448, 1.5906314849853516, -0.42543911933898926, -0.46972060203552246, -0.5852402448654175, 0.20084118843078613, -0.5846284031867981, -0.5676432251930237, 0.2011444866657257, -0.3575502634048462, 0.5757656097412109]"
3el,gen_00291,generated_cifs_3el_densityaware/gen_00291.cif,Sr3Bi3B4,P1,1,triclinic,9,48.468104747363164,194.3129245073909,121.02721964915949,300.6599452364827,0.24211704651256416,1.8125434428575176,6.201424519490096,24.983904952787668,2.039414775275968,0.05021526221609492,0.025050083176383544,0.005379795091626478,"[1.2998524904251099, 1.888323187828064, 1.8568670749664307, 1.348415493965149, 1.2404595613479614, 1.6952192783355713, 1.6435601711273193, 1.5773264169692993]","[5.2985053062438965, 0.6630160212516785, 0.30566829442977905, -0.2771710753440857, -0.4618757367134094, -0.9910992383956909, 5.301304340362549, 0.30891063809394836, -0.779484748840332, -0.47559577226638794, -0.488233357667923, 5.20963716506958, 0.01301814615726471, -0.4805612564086914, -1.0052950382232666, 0.5523059368133545, -0.6708796620368958, -0.2829497456550598, 0.551489531993866, -0.06124898046255112, 1.397642731666565]"
4el,gen_00239,generated_cifs_4el_densityaware/gen_00239.cif,KSrBiB2,P1,1,triclinic,9,48.308579629017885,111.73024077835547,57.048535838756,146.25364139973334,0.28183518866382296,1.7122333063436361,8.039123118994075,14.76143538794532,1.71879714928665,0.10095708425813019,0.08158043407028899,0.08012541092620656,"[0.3856998682022095, 0.31332746148109436, 0.34965264797210693, 0.07191367447376251, 0.09474053978919983, 0.25305354595184326, 0.244136244058609, 0.1877821832895279]","[1.5350124835968018, 0.6842775344848633, 0.6869804263114929, -0.1534125804901123, -0.4999641180038452, -0.8318093419075012, 1.5340495109558105, 0.6854910254478455, -0.34634557366371155, -0.49265560507774353, -0.7131049633026123, 1.5357003211975098, -0.3504871726036072, -0.4888090491294861, -0.7103756070137024, 0.584484338760376, -0.6244169473648071, -0.5826640129089355, 0.5856614708900452, -0.11206313967704773, 0.5858479738235474]"
3el,gen_00135,generated_cifs_3el_densityaware/gen_00135.cif,Mn2(BiB)3,Pmm2,25,orthorhombic,9,48.30039521658772,125.73783636117784,63.11720253657883,162.2098628875529,0.28498932437274976,0.45701409271242,8.564430144901678,18.64353697080835,2.600250841670396,0.01792839172953723,0.08646933967127594,0.08157194820809588,"[0.39273083209991455, 0.21120744943618774, 0.2557116746902466, 0.12068736553192139, 0.2167128175497055, 0.08933403342962265, 0.09106096625328064, 0.1110897958278656]","[2.1257882118225098, 0.7223491668701172, 0.6266665458679199, -0.3656945526599884, -0.4991874694824219, -0.9656493663787842, 2.125831127166748, 0.6259230375289917, -0.46342843770980835, -0.5066498517990112, -0.7349993586540222, 2.10180401802063, -0.4292142987251282, -0.49650079011917114, -0.7745251655578613, 0.31005334854125977, -0.6510923504829407, -0.592254638671875, 0.30937033891677856, -0.29497331380844116, 0.5540996789932251]"
3el,gen_00151,generated_cifs_3el_densityaware/gen_00151.cif,Sn8Bi7B9,P1,1,triclinic,9,48.224910232831235,213.35196573582795,78.30999597465768,209.31996581231903,0.3364830581785384,1.4490053610674325,7.859717599257278,22.094148173245284,2.576684216898249,0.0598161732693346,0.03456453906602803,0.028709594899030872,"[1.9171338081359863, 0.8011640906333923, 0.9487273693084717, 0.6148339509963989, 1.1245282888412476, 0.6602072715759277, 0.7345004081726074, 0.6545461416244507]","[3.565640687942505, 1.9415706396102905, 1.9349347352981567, -0.5113776922225952, -0.5202165246009827, -1.6634093523025513, 3.567767858505249, 1.9339408874511719, -0.34884393215179443, -0.5298227071762085, -1.0169854164123535, 3.564908266067505, -0.6664624214172363, -0.5081657767295837, -1.1135061979293823, 0.7810466885566711, -0.7281337380409241, -0.6222606897354126, 0.7830531597137451, -0.0874282568693161, 0.8114612102508545]"
4el,gen_00039,generated_cifs_4el_densityaware/gen_00039.cif,K2Sr3Bi2B3,P1,1,triclinic,9,48.21683460551077,115.43613255393812,59.42878770563928,152.17255642973876,0.2802932913882988,1.2224495543935978,4.1922177545829085,31.349380858750663,2.2158817365996044,0.06606309710021988,0.035535311082028856,0.036163361206940615,"[0.38647225499153137, 0.3092363774776459, 0.3465542793273926, 0.06719502806663513, 0.09412816166877747, 0.2500554919242859, 0.24156072735786438, 0.18419386446475983]","[1.6883407831192017, 0.6851106286048889, 0.6876410841941833, -0.19821128249168396, -0.5066415667533875, -0.8979284763336182, 1.6878178119659424, 0.6862682700157166, -0.3786141872406006, -0.5023733377456665, -0.7333440780639648, 1.6885520219802856, -0.3720741271972656, -0.4970254898071289, -0.7431443333625793, 0.5434489250183105, -0.6344932317733765, -0.5919544696807861, 0.5435476899147034, -0.15075206756591797, 0.5452761054039001]"
3el,gen_00298,generated_cifs_3el_densityaware/gen_00298.cif,Sr2(BiB)3,Pmm2,25,orthorhombic,9,48.13745253732602,122.82630500624336,61.04133464500902,157.09930867448224,0.28682727522347273,0.4460133666213437,6.184663197822274,28.01101374169035,2.9784560240466527,0.002800040584673392,0.055488296357607506,0.0518881437403829,"[0.3880767524242401, 0.21107497811317444, 0.25539445877075195, 0.1257215142250061, 0.2198483794927597, 0.08729513734579086, 0.08836504817008972, 0.1120615154504776]","[2.0361783504486084, 0.6846571564674377, 0.6266424059867859, -0.3623303174972534, -0.506188154220581, -0.9564260244369507, 2.0363450050354004, 0.6258437037467957, -0.4456004202365875, -0.5122171640396118, -0.722193717956543, 2.0213446617126465, -0.4336279034614563, -0.5024465918540955, -0.7631402611732483, 0.3176814317703247, -0.6305495500564575, -0.5921793580055237, 0.3169701099395752, -0.29785406589508057, 0.4703112244606018]"
3el,gen_00184,generated_cifs_3el_densityaware/gen_00184.cif,Sr3(BiB)4,P1,1,triclinic,9,48.0513969136848,148.22455837866326,64.22420656796709,168.3568452180227,0.31069618617907174,0.6779294009894716,8.694083550208733,19.829348372949497,1.9578980477955812,0.024589028126262968,0.020018316541508034,0.020867447887975513,"[0.8143532872200012, 0.34454545378685, 0.4214218258857727, 0.8139394521713257, 1.1790755987167358, 0.9494535326957703, 0.9960106611251831, 0.9008838534355164]","[2.3505971431732178, 1.0076367855072021, 0.9918841123580933, -0.41055241227149963, -0.5122970342636108, -1.0634636878967285, 2.3517770767211914, 0.9892077445983887, -0.38711243867874146, -0.5194467306137085, -0.7583412528038025, 2.346625328063965, -0.5777321457862854, -0.5082461833953857, -0.7680862545967102, 0.4596848487854004, -0.6193889379501343, -0.5278756618499756, 0.4619167447090149, -0.2283252477645874, 0.5118931531906128]"
4el,gen_00163,generated_cifs_4el_densityaware/gen_00163.cif,Sr3Bi2B4I3,P1,1,triclinic,9,47.845398903225416,132.03707329997252,63.855334575792845,164.9716543288609,0.29176094233010735,0.2784021174131617,7.272415432732399,21.02152759246356,2.0636340679476515,0.021737696746842852,0.04463900256226683,0.040890324227362225,"[0.5624108910560608, 0.2957053780555725, 0.35230177640914917, 0.6031081676483154, 0.8196567893028259, 0.459797203540802, 0.47120538353919983, 0.5316588282585144]","[2.3482494354248047, 0.6828605532646179, 0.6168569922447205, -0.4465550184249878, -0.5031497478485107, -0.9085270166397095, 2.349163293838501, 0.6163130402565002, -0.4360082745552063, -0.5118447542190552, -0.6501062512397766, 2.3320183753967285, -0.4919671416282654, -0.500342845916748, -0.7096459269523621, 0.24926383793354034, -0.5775566101074219, -0.5243771076202393, 0.24930627644062042, -0.33951106667518616, 0.4205887019634247]"
3el,gen_00096,generated_cifs_3el_densityaware/gen_00096.cif,Sr4Bi3B2,Pm,6,monoclinic,9,47.80891973038364,96.90460394856481,51.610782965499624,131.48895237734695,0.2738515560328126,0.5070251894834792,8.435229695333522,21.852138459207968,1.8694981534578732,0.02001116245757143,0.1143538011159787,0.0986168961078874,"[0.02674774080514908, -0.09064061939716339, -0.06239182502031326, 0.12052649259567261, 0.22478745877742767, -0.15668430924415588, -0.16442802548408508, -0.04563739150762558]","[1.4138144254684448, 0.4731728434562683, 0.36447325348854065, -0.401398628950119, -0.4798874855041504, -0.6733065247535706, 1.4135233163833618, 0.36402976512908936, -0.40940019488334656, -0.4971693754196167, -0.5926355123519897, 1.3888479471206665, -0.45164889097213745, -0.48194655776023865, -0.6055786609649658, 0.20687176287174225, -0.6014388799667358, -0.5877292156219482, 0.20709973573684692, -0.3588275909423828, 0.4794614315032959]"
2el,gen_00156,generated_cifs_2el_densityaware/gen_00156.cif,Bi5B7,P1,1,triclinic,9,47.77246258858712,94.26841286594043,58.785485240244,146.00668594856597,0.24186000465818322,0.15650374131754052,7.071744990095595,21.927228379952165,2.065966542951313,0.019508812630089384,0.020946734617060654,0.023191140203110704,"[-0.06852797418832779, 0.20854580402374268, 0.18931029736995697, 0.1549823135137558, 0.017182141542434692, -0.32798755168914795, -0.3608138859272003, -0.13790321350097656]","[1.8030855655670166, 0.16697731614112854, 0.1320848912000656, -0.4561057686805725, -0.5143840909004211, -0.6905215382575989, 1.8037205934524536, 0.13375529646873474, -0.4939872920513153, -0.5184292793273926, -0.5334106683731079, 1.792616844177246, -0.41272106766700745, -0.513219952583313, -0.6316379904747009, 0.1714465618133545, -0.5560986995697021, -0.6303014755249023, 0.16880911588668823, -0.4488147497177124, 0.262071430683136]"
3el,gen_00125,generated_cifs_3el_densityaware/gen_00125.cif,SrBiB,P1,1,triclinic,9,47.72385722965156,110.97979374225459,70.49957319812412,174.54004393894795,0.23788014608570832,0.6129806034572818,4.743981607645493,35.8678062824353,2.453983267343483,0.0022442816449543576,0.04564352216221683,0.04001526964071558,"[0.2033086121082306, 0.45424532890319824, 0.44974881410598755, 1.130721926689148, 1.107572317123413, 0.6054983139038086, 0.577046275138855, 0.8420408964157104]","[2.286161422729492, 0.4615832567214966, 0.13004088401794434, -0.4233337342739105, -0.42319968342781067, -0.45113810896873474, 2.2871227264404297, 0.1312245875597, -0.5506378412246704, -0.462297260761261, -0.38492780923843384, 2.211794376373291, -0.40283578634262085, -0.41996192932128906, -0.4469873905181885, 0.13251736760139465, -0.5182675719261169, -0.4415471851825714, 0.13471713662147522, -0.3868182897567749, 0.9203070998191833]"
